image_id,bbox,category_id,width,height,file_name,category_name,crop_file_name
6,"[756, 109, 288, 245]",1,1280,720,nomagic_brush_2.png,nomagic_brush,cropped_42.png
6,"[743, 486, 354, 132]",1,1280,720,nomagic_brush_2.png,nomagic_brush,cropped_43.png
6,"[622, 218, 374, 220]",1,1280,720,nomagic_brush_2.png,nomagic_brush,cropped_44.png
6,"[183, 479, 431, 107]",1,1280,720,nomagic_brush_2.png,nomagic_brush,cropped_45.png
6,"[114, 269, 363, 223]",1,1280,720,nomagic_brush_2.png,nomagic_brush,cropped_46.png
6,"[573, 246, 164, 298]",1,1280,720,nomagic_brush_2.png,nomagic_brush,cropped_47.png
33,"[116, 97, 411, 126]",1,1280,720,nomagic_brush_1.png,nomagic_brush,cropped_48.png
33,"[719, 174, 112, 362]",1,1280,720,nomagic_brush_1.png,nomagic_brush,cropped_49.png
33,"[194, 368, 377, 195]",1,1280,720,nomagic_brush_1.png,nomagic_brush,cropped_50.png
33,"[809, 171, 246, 341]",1,1280,720,nomagic_brush_1.png,nomagic_brush,cropped_51.png
33,"[704, 469, 344, 162]",1,1280,720,nomagic_brush_1.png,nomagic_brush,cropped_52.png
33,"[495, 275, 114, 298]",1,1280,720,nomagic_brush_1.png,nomagic_brush,cropped_53.png
33,"[115, 513, 369, 86]",1,1280,720,nomagic_brush_1.png,nomagic_brush,cropped_54.png
7,"[380, 184, 222, 185]",11,1280,720,nomagic_cat_eye_1.png,nomagic_cat_eye,cropped_55.png
7,"[650, 171, 210, 180]",11,1280,720,nomagic_cat_eye_1.png,nomagic_cat_eye,cropped_56.png
7,"[431, 322, 248, 167]",11,1280,720,nomagic_cat_eye_1.png,nomagic_cat_eye,cropped_57.png
7,"[762, 450, 270, 75]",11,1280,720,nomagic_cat_eye_1.png,nomagic_cat_eye,cropped_58.png
7,"[883, 206, 175, 213]",11,1280,720,nomagic_cat_eye_1.png,nomagic_cat_eye,cropped_59.png
7,"[257, 123, 249, 157]",11,1280,720,nomagic_cat_eye_1.png,nomagic_cat_eye,cropped_60.png
7,"[474, 497, 261, 96]",11,1280,720,nomagic_cat_eye_1.png,nomagic_cat_eye,cropped_61.png
7,"[236, 278, 91, 222]",11,1280,720,nomagic_cat_eye_1.png,nomagic_cat_eye,cropped_62.png
9,"[862, 141, 211, 193]",11,1280,720,nomagic_cat_eye_2.png,nomagic_cat_eye,cropped_63.png
9,"[228, 159, 283, 92]",11,1280,720,nomagic_cat_eye_2.png,nomagic_cat_eye,cropped_64.png
9,"[243, 400, 165, 220]",11,1280,720,nomagic_cat_eye_2.png,nomagic_cat_eye,cropped_65.png
9,"[515, 417, 256, 172]",11,1280,720,nomagic_cat_eye_2.png,nomagic_cat_eye,cropped_66.png
9,"[627, 138, 117, 225]",11,1280,720,nomagic_cat_eye_2.png,nomagic_cat_eye,cropped_67.png
9,"[892, 321, 209, 204]",11,1280,720,nomagic_cat_eye_2.png,nomagic_cat_eye,cropped_68.png
11,"[851, 93, 350, 450]",4,1280,720,nomagic_boxers_2.png,nomagic_boxers,cropped_69.png
11,"[153, 97, 354, 420]",4,1280,720,nomagic_boxers_2.png,nomagic_boxers,cropped_70.png
11,"[487, 94, 375, 423]",4,1280,720,nomagic_boxers_2.png,nomagic_boxers,cropped_71.png
57,"[791, 161, 330, 408]",4,1280,720,nomagic_boxers_1.png,nomagic_boxers,cropped_72.png
57,"[454, 182, 327, 415]",4,1280,720,nomagic_boxers_1.png,nomagic_boxers,cropped_73.png
57,"[118, 188, 326, 369]",4,1280,720,nomagic_boxers_1.png,nomagic_boxers,cropped_74.png
12,"[295, 130, 801, 399]",13,1280,720,nomagic_graphics_cards_4.png,nomagic_graphics_cards,cropped_75.png
13,"[190, 163, 772, 404]",13,1280,720,nomagic_graphics_cards_3.png,nomagic_graphics_cards,cropped_76.png
16,"[242, 72, 865, 576]",13,1280,720,nomagic_graphics_cards_2.png,nomagic_graphics_cards,cropped_77.png
63,"[247, 98, 794, 395]",13,1280,720,nomagic_graphics_cards_1.png,nomagic_graphics_cards,cropped_78.png
15,"[654, 441, 97, 113]",10,1280,720,nomagic_light_bulb_1.png,nomagic_light_bulb,cropped_79.png
15,"[434, 366, 145, 128]",10,1280,720,nomagic_light_bulb_1.png,nomagic_light_bulb,cropped_80.png
15,"[287, 306, 117, 99]",10,1280,720,nomagic_light_bulb_1.png,nomagic_light_bulb,cropped_81.png
15,"[327, 148, 137, 85]",10,1280,720,nomagic_light_bulb_1.png,nomagic_light_bulb,cropped_82.png
15,"[462, 237, 107, 89]",10,1280,720,nomagic_light_bulb_1.png,nomagic_light_bulb,cropped_83.png
15,"[669, 296, 106, 88]",10,1280,720,nomagic_light_bulb_1.png,nomagic_light_bulb,cropped_84.png
24,"[500, 189, 109, 99]",10,1280,720,nomagic_light_bulb_2.png,nomagic_light_bulb,cropped_85.png
24,"[566, 486, 153, 125]",10,1280,720,nomagic_light_bulb_2.png,nomagic_light_bulb,cropped_86.png
24,"[353, 305, 164, 115]",10,1280,720,nomagic_light_bulb_2.png,nomagic_light_bulb,cropped_87.png
24,"[824, 185, 95, 118]",10,1280,720,nomagic_light_bulb_2.png,nomagic_light_bulb,cropped_88.png
24,"[908, 345, 119, 100]",10,1280,720,nomagic_light_bulb_2.png,nomagic_light_bulb,cropped_89.png
24,"[268, 485, 166, 98]",10,1280,720,nomagic_light_bulb_2.png,nomagic_light_bulb,cropped_90.png
65,"[881, 365, 93, 113]",10,1280,720,nomagic_light_bulb_3.png,nomagic_light_bulb,cropped_91.png
65,"[623, 220, 149, 122]",10,1280,720,nomagic_light_bulb_3.png,nomagic_light_bulb,cropped_92.png
65,"[230, 321, 140, 78]",10,1280,720,nomagic_light_bulb_3.png,nomagic_light_bulb,cropped_93.png
65,"[450, 446, 141, 130]",10,1280,720,nomagic_light_bulb_3.png,nomagic_light_bulb,cropped_94.png
65,"[856, 178, 113, 95]",10,1280,720,nomagic_light_bulb_3.png,nomagic_light_bulb,cropped_95.png
65,"[364, 179, 94, 73]",10,1280,720,nomagic_light_bulb_3.png,nomagic_light_bulb,cropped_96.png
19,"[1046, 229, 138, 387]",2,1280,720,nomagic_roller_3.png,nomagic_roller,cropped_97.png
19,"[136, 133, 152, 401]",2,1280,720,nomagic_roller_3.png,nomagic_roller,cropped_98.png
19,"[550, 87, 456, 112]",2,1280,720,nomagic_roller_3.png,nomagic_roller,cropped_99.png
19,"[477, 254, 292, 399]",2,1280,720,nomagic_roller_3.png,nomagic_roller,cropped_100.png
45,"[721, 356, 461, 241]",2,1280,720,nomagic_roller_2.png,nomagic_roller,cropped_101.png
45,"[454, 105, 219, 394]",2,1280,720,nomagic_roller_2.png,nomagic_roller,cropped_102.png
45,"[792, 86, 403, 318]",2,1280,720,nomagic_roller_2.png,nomagic_roller,cropped_103.png
45,"[141, 275, 358, 388]",2,1280,720,nomagic_roller_2.png,nomagic_roller,cropped_104.png
51,"[110, 275, 282, 374]",2,1280,720,nomagic_roller_1.png,nomagic_roller,cropped_105.png
51,"[698, 89, 258, 381]",2,1280,720,nomagic_roller_1.png,nomagic_roller,cropped_106.png
51,"[968, 159, 157, 388]",2,1280,720,nomagic_roller_1.png,nomagic_roller,cropped_107.png
51,"[465, 287, 383, 338]",2,1280,720,nomagic_roller_1.png,nomagic_roller,cropped_108.png
51,"[221, 94, 443, 236]",2,1280,720,nomagic_roller_1.png,nomagic_roller,cropped_109.png
30,"[118, 77, 391, 425]",6,1280,720,nomagic_maryna_experiment_2.png,nomagic_maryna_experiment,cropped_110.png
30,"[783, 133, 328, 426]",6,1280,720,nomagic_maryna_experiment_2.png,nomagic_maryna_experiment,cropped_111.png
30,"[451, 242, 305, 396]",6,1280,720,nomagic_maryna_experiment_2.png,nomagic_maryna_experiment,cropped_112.png
64,"[630, 100, 485, 267]",6,1280,720,nomagic_maryna_experiment_1.png,nomagic_maryna_experiment,cropped_113.png
64,"[643, 387, 445, 214]",6,1280,720,nomagic_maryna_experiment_1.png,nomagic_maryna_experiment,cropped_114.png
64,"[136, 404, 467, 227]",6,1280,720,nomagic_maryna_experiment_1.png,nomagic_maryna_experiment,cropped_115.png
64,"[143, 83, 481, 228]",6,1280,720,nomagic_maryna_experiment_1.png,nomagic_maryna_experiment,cropped_116.png
38,"[214, 124, 872, 488]",12,1280,720,nomagic_thinkpads_1.png,nomagic_thinkpads,cropped_117.png
46,"[192, 131, 900, 513]",12,1280,720,nomagic_thinkpads_3.png,nomagic_thinkpads,cropped_118.png
70,"[177, 116, 875, 495]",12,1280,720,nomagic_thinkpads_2.png,nomagic_thinkpads,cropped_119.png
42,"[612, 85, 415, 281]",5,1280,720,nomagic_papiloty_1.png,nomagic_papiloty,cropped_120.png
42,"[103, 333, 410, 294]",5,1280,720,nomagic_papiloty_1.png,nomagic_papiloty,cropped_121.png
42,"[622, 351, 416, 287]",5,1280,720,nomagic_papiloty_1.png,nomagic_papiloty,cropped_122.png
42,"[106, 81, 374, 268]",5,1280,720,nomagic_papiloty_1.png,nomagic_papiloty,cropped_123.png
61,"[194, 357, 411, 275]",5,1280,720,nomagic_papiloty_2.png,nomagic_papiloty,cropped_124.png
61,"[213, 98, 418, 272]",5,1280,720,nomagic_papiloty_2.png,nomagic_papiloty,cropped_125.png
61,"[611, 91, 423, 288]",5,1280,720,nomagic_papiloty_2.png,nomagic_papiloty,cropped_126.png
61,"[617, 346, 413, 292]",5,1280,720,nomagic_papiloty_2.png,nomagic_papiloty,cropped_127.png
62,"[843, 151, 321, 352]",5,1280,720,nomagic_papiloty_3.png,nomagic_papiloty,cropped_128.png
62,"[476, 164, 360, 376]",5,1280,720,nomagic_papiloty_3.png,nomagic_papiloty,cropped_129.png
62,"[157, 158, 345, 366]",5,1280,720,nomagic_papiloty_3.png,nomagic_papiloty,cropped_130.png
55,"[291, 385, 223, 223]",3,1280,720,nomagic_digitec_cables_2.png,nomagic_digitec_cables,cropped_131.png
55,"[937, 168, 157, 238]",3,1280,720,nomagic_digitec_cables_2.png,nomagic_digitec_cables,cropped_132.png
55,"[265, 146, 245, 210]",3,1280,720,nomagic_digitec_cables_2.png,nomagic_digitec_cables,cropped_133.png
55,"[571, 446, 233, 196]",3,1280,720,nomagic_digitec_cables_2.png,nomagic_digitec_cables,cropped_134.png
55,"[543, 91, 155, 218]",3,1280,720,nomagic_digitec_cables_2.png,nomagic_digitec_cables,cropped_135.png
55,"[785, 340, 157, 233]",3,1280,720,nomagic_digitec_cables_2.png,nomagic_digitec_cables,cropped_136.png
67,"[185, 396, 189, 208]",3,1280,720,nomagic_digitec_cables_1.png,nomagic_digitec_cables,cropped_137.png
67,"[673, 285, 158, 224]",3,1280,720,nomagic_digitec_cables_1.png,nomagic_digitec_cables,cropped_138.png
67,"[388, 443, 238, 186]",3,1280,720,nomagic_digitec_cables_1.png,nomagic_digitec_cables,cropped_139.png
67,"[791, 129, 277, 139]",3,1280,720,nomagic_digitec_cables_1.png,nomagic_digitec_cables,cropped_140.png
67,"[345, 139, 271, 109]",3,1280,720,nomagic_digitec_cables_1.png,nomagic_digitec_cables,cropped_141.png
67,"[895, 365, 177, 223]",3,1280,720,nomagic_digitec_cables_1.png,nomagic_digitec_cables,cropped_142.png
67,"[155, 146, 163, 209]",3,1280,720,nomagic_digitec_cables_1.png,nomagic_digitec_cables,cropped_143.png
